id,game_date,home_team,road_team,city,state,league,sport
932,2023-05-27,Colorado Rockies,New York Mets,Denver,Colorado,MLB,Baseball
933,2023-05-27,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
934,2023-05-27,Kansas City Royals,Washington Nationals,Kansas City,Missouri,MLB,Baseball
935,2023-05-27,Milwaukee Brewers,San Francisco Giants,Milwaukee,Wisconsin,MLB,Baseball
936,2023-05-27,Minnesota Twins,Toronto Blue Jays,Minneapolis,Minnesota,MLB,Baseball
937,2023-05-27,New York Yankees,San Diego Padres,New York,New York,MLB,Baseball
938,2023-05-27,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
939,2023-05-27,Seattle Mariners,Pittsburgh Pirates,Seattle,Washington,MLB,Baseball
940,2023-05-27,Tampa Bay Rays,Los Angeles Dodgers,Tampa,Florida,MLB,Baseball
941,2023-05-28,Los Angeles Angels,Miami Marlins,Los Angeles,California,MLB,Baseball
942,2023-05-28,Arizona Diamondbacks,Boston Red Sox,Phoenix,Arizona,MLB,Baseball
943,2023-05-28,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
944,2023-05-28,Baltimore Orioles,Texas Rangers,Baltimore,Maryland,MLB,Baseball
945,2023-05-28,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
946,2023-05-28,Cleveland Guardians,St. Louis Cardinals,Cleveland,Ohio,MLB,Baseball
947,2023-05-28,Colorado Rockies,New York Mets,Denver,Colorado,MLB,Baseball
948,2023-05-28,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
949,2023-05-28,Kansas City Royals,Washington Nationals,Kansas City,Missouri,MLB,Baseball
950,2023-05-28,Milwaukee Brewers,San Francisco Giants,Milwaukee,Wisconsin,MLB,Baseball
951,2023-05-28,Minnesota Twins,Toronto Blue Jays,Minneapolis,Minnesota,MLB,Baseball
952,2023-05-28,New York Yankees,San Diego Padres,New York,New York,MLB,Baseball
953,2023-05-28,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
954,2023-05-28,Seattle Mariners,Pittsburgh Pirates,Seattle,Washington,MLB,Baseball
955,2023-05-28,Tampa Bay Rays,Los Angeles Dodgers,Tampa,Florida,MLB,Baseball
956,2023-05-29,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
957,2023-05-29,Baltimore Orioles,Cleveland Guardians,Baltimore,Maryland,MLB,Baseball
958,2023-05-29,Chicago White Sox,Los Angeles Angels,Chicago,Illinois,MLB,Baseball
959,2023-05-29,Chicago Cubs,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
960,2023-05-29,Detroit Tigers,Texas Rangers,Detroit,Michigan,MLB,Baseball
961,2023-05-29,Houston Astros,Minnesota Twins,Houston,Texas,MLB,Baseball
962,2023-05-29,Los Angeles Dodgers,Washington Nationals,Los Angeles,California,MLB,Baseball
963,2023-05-29,Oakland Athletics,Atlanta Braves,Oakland,California,MLB,Baseball
964,2023-05-29,Seattle Mariners,New York Yankees,Seattle,Washington,MLB,Baseball
965,2023-05-29,San Francisco Giants,Pittsburgh Pirates,San Francisco,California,MLB,Baseball
966,2023-05-29,St. Louis Cardinals,Kansas City Royals,St. Louis,Missouri,MLB,Baseball
967,2023-05-30,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
968,2023-05-30,Baltimore Orioles,Cleveland Guardians,Baltimore,Maryland,MLB,Baseball
969,2023-05-30,Boston Red Sox,Cincinnati Reds,Boston,Massachusetts,MLB,Baseball
970,2023-05-30,Chicago White Sox,Los Angeles Angels,Chicago,Illinois,MLB,Baseball
971,2023-05-30,Chicago Cubs,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
972,2023-05-30,Detroit Tigers,Texas Rangers,Detroit,Michigan,MLB,Baseball
973,2023-05-30,Houston Astros,Minnesota Twins,Houston,Texas,MLB,Baseball
974,2023-05-30,Los Angeles Dodgers,Washington Nationals,Los Angeles,California,MLB,Baseball
975,2023-05-30,Miami Marlins,San Diego Padres,Miami,Florida,MLB,Baseball
976,2023-05-30,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
977,2023-05-30,Oakland Athletics,Atlanta Braves,Oakland,California,MLB,Baseball
978,2023-05-30,Seattle Mariners,New York Yankees,Seattle,Washington,MLB,Baseball
979,2023-05-30,San Francisco Giants,Pittsburgh Pirates,San Francisco,California,MLB,Baseball
980,2023-05-30,St. Louis Cardinals,Kansas City Royals,St. Louis,Missouri,MLB,Baseball
981,2023-05-30,Toronto Blue Jays,Milwaukee Brewers,Toronto,Ontario,MLB,Baseball
982,2023-05-31,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
983,2023-05-31,Baltimore Orioles,Cleveland Guardians,Baltimore,Maryland,MLB,Baseball
984,2023-05-31,Boston Red Sox,Cincinnati Reds,Boston,Massachusetts,MLB,Baseball
985,2023-05-31,Chicago White Sox,Los Angeles Angels,Chicago,Illinois,MLB,Baseball
986,2023-05-31,Chicago Cubs,Tampa Bay Rays,Chicago,Illinois,MLB,Baseball
987,2023-05-31,Detroit Tigers,Texas Rangers,Detroit,Michigan,MLB,Baseball
988,2023-05-31,Houston Astros,Minnesota Twins,Houston,Texas,MLB,Baseball
989,2023-05-31,Los Angeles Dodgers,Washington Nationals,Los Angeles,California,MLB,Baseball
990,2023-05-31,Miami Marlins,San Diego Padres,Miami,Florida,MLB,Baseball
991,2023-05-31,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
992,2023-05-31,Oakland Athletics,Atlanta Braves,Oakland,California,MLB,Baseball
993,2023-05-31,Seattle Mariners,New York Yankees,Seattle,Washington,MLB,Baseball
994,2023-05-31,San Francisco Giants,Pittsburgh Pirates,San Francisco,California,MLB,Baseball
995,2023-05-31,Toronto Blue Jays,Milwaukee Brewers,Toronto,Ontario,MLB,Baseball
996,2023-06-01,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
997,2023-06-01,Boston Red Sox,Cincinnati Reds,Boston,Massachusetts,MLB,Baseball
998,2023-06-01,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
999,2023-06-01,Miami Marlins,San Diego Padres,Miami,Florida,MLB,Baseball
1000,2023-06-01,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
1001,2023-06-01,New York Mets,Philadelphia Phillies,New York,New York,MLB,Baseball
1002,2023-06-01,Toronto Blue Jays,Milwaukee Brewers,Toronto,Ontario,MLB,Baseball
1003,2023-06-02,Arizona Diamondbacks,Atlanta Braves,Phoenix,Arizona,MLB,Baseball
1004,2023-06-02,Chicago White Sox,Detroit Tigers,Chicago,Illinois,MLB,Baseball
1005,2023-06-02,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1006,2023-06-02,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
1007,2023-06-02,Kansas City Royals,Colorado Rockies,Kansas City,Missouri,MLB,Baseball
1008,2023-06-02,Los Angeles Dodgers,New York Yankees,Los Angeles,California,MLB,Baseball
1009,2023-06-02,Miami Marlins,Oakland Athletics,Miami,Florida,MLB,Baseball
1010,2023-06-02,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
1011,2023-06-02,New York Mets,Toronto Blue Jays,New York,New York,MLB,Baseball
1012,2023-06-02,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
1013,2023-06-02,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
1014,2023-06-02,San Francisco Giants,Baltimore Orioles,San Francisco,California,MLB,Baseball
1015,2023-06-02,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
1016,2023-06-02,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
1017,2023-06-03,Arizona Diamondbacks,Atlanta Braves,Phoenix,Arizona,MLB,Baseball
1018,2023-06-03,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
1019,2023-06-03,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
1020,2023-06-03,Chicago White Sox,Detroit Tigers,Chicago,Illinois,MLB,Baseball
1021,2023-06-03,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1022,2023-06-03,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
1023,2023-06-03,Kansas City Royals,Colorado Rockies,Kansas City,Missouri,MLB,Baseball
1024,2023-06-03,Los Angeles Dodgers,New York Yankees,Los Angeles,California,MLB,Baseball
1025,2023-06-03,Miami Marlins,Oakland Athletics,Miami,Florida,MLB,Baseball
1026,2023-06-03,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
1027,2023-06-03,New York Mets,Toronto Blue Jays,New York,New York,MLB,Baseball
1028,2023-06-03,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
1029,2023-06-03,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
1030,2023-06-03,San Francisco Giants,Baltimore Orioles,San Francisco,California,MLB,Baseball
1031,2023-06-03,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
1032,2023-06-03,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
1033,2023-06-04,Arizona Diamondbacks,Atlanta Braves,Phoenix,Arizona,MLB,Baseball
1034,2023-06-04,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
1035,2023-06-04,Chicago White Sox,Detroit Tigers,Chicago,Illinois,MLB,Baseball
1036,2023-06-04,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1037,2023-06-04,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
1038,2023-06-04,Kansas City Royals,Colorado Rockies,Kansas City,Missouri,MLB,Baseball
1039,2023-06-04,Los Angeles Dodgers,New York Yankees,Los Angeles,California,MLB,Baseball
1040,2023-06-04,Miami Marlins,Oakland Athletics,Miami,Florida,MLB,Baseball
1041,2023-06-04,Minnesota Twins,Cleveland Guardians,Minneapolis,Minnesota,MLB,Baseball
1042,2023-06-04,New York Mets,Toronto Blue Jays,New York,New York,MLB,Baseball
1043,2023-06-04,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
1044,2023-06-04,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
1045,2023-06-04,San Francisco Giants,Baltimore Orioles,San Francisco,California,MLB,Baseball
1046,2023-06-04,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
1047,2023-06-04,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
1048,2023-06-05,Boston Red Sox,Tampa Bay Rays,Boston,Massachusetts,MLB,Baseball
1049,2023-06-05,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
1050,2023-06-05,Miami Marlins,Kansas City Royals,Miami,Florida,MLB,Baseball
1051,2023-06-05,Philadelphia Phillies,Detroit Tigers,Philadelphia,Pennsylvania,MLB,Baseball
1052,2023-06-05,Pittsburgh Pirates,Oakland Athletics,Pittsburgh,Pennsylvania,MLB,Baseball
1053,2023-06-05,San Diego Padres,Chicago Cubs,San Diego,California,MLB,Baseball
1054,2023-06-05,Texas Rangers,St. Louis Cardinals,Arlington,Texas,MLB,Baseball
1055,2023-06-05,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
1056,2023-06-06,Los Angeles Angels,Chicago Cubs,Los Angeles,California,MLB,Baseball
1057,2023-06-06,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
1058,2023-06-06,Cincinnati Reds,Los Angeles Dodgers,Cincinnati,Ohio,MLB,Baseball
1059,2023-06-06,Cleveland Guardians,Boston Red Sox,Cleveland,Ohio,MLB,Baseball
1060,2023-06-06,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
1061,2023-06-06,Miami Marlins,Kansas City Royals,Miami,Florida,MLB,Baseball
1062,2023-06-06,Milwaukee Brewers,Baltimore Orioles,Milwaukee,Wisconsin,MLB,Baseball
1063,2023-06-06,New York Yankees,Chicago White Sox,New York,New York,MLB,Baseball
1064,2023-06-06,Philadelphia Phillies,Detroit Tigers,Philadelphia,Pennsylvania,MLB,Baseball
1065,2023-06-06,Pittsburgh Pirates,Oakland Athletics,Pittsburgh,Pennsylvania,MLB,Baseball
1066,2023-06-06,San Diego Padres,Seattle Mariners,San Diego,California,MLB,Baseball
1067,2023-06-06,Tampa Bay Rays,Minnesota Twins,Tampa,Florida,MLB,Baseball
1068,2023-06-06,Texas Rangers,St. Louis Cardinals,Arlington,Texas,MLB,Baseball
1069,2023-06-06,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
1070,2023-06-06,Washington Nationals,Arizona Diamondbacks,Washington D.C.,Washington D.C.,MLB,Baseball
1071,2023-06-07,Los Angeles Angels,Chicago Cubs,Los Angeles,California,MLB,Baseball
1072,2023-06-07,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
1073,2023-06-07,Cincinnati Reds,Los Angeles Dodgers,Cincinnati,Ohio,MLB,Baseball
1074,2023-06-07,Cleveland Guardians,Boston Red Sox,Cleveland,Ohio,MLB,Baseball
1075,2023-06-07,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
1076,2023-06-07,Miami Marlins,Kansas City Royals,Miami,Florida,MLB,Baseball
1077,2023-06-07,Milwaukee Brewers,Baltimore Orioles,Milwaukee,Wisconsin,MLB,Baseball
1078,2023-06-07,Pittsburgh Pirates,Oakland Athletics,Pittsburgh,Pennsylvania,MLB,Baseball
1079,2023-06-07,San Diego Padres,Seattle Mariners,San Diego,California,MLB,Baseball
1080,2023-06-07,Tampa Bay Rays,Minnesota Twins,Tampa,Florida,MLB,Baseball
1081,2023-06-07,Texas Rangers,St. Louis Cardinals,Arlington,Texas,MLB,Baseball
1082,2023-06-07,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
1083,2023-06-07,Washington Nationals,Arizona Diamondbacks,Washington D.C.,Washington D.C.,MLB,Baseball
1084,2023-06-08,Los Angeles Angels,Chicago Cubs,Los Angeles,California,MLB,Baseball
1085,2023-06-08,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
1086,2023-06-08,Cincinnati Reds,Los Angeles Dodgers,Cincinnati,Ohio,MLB,Baseball
1087,2023-06-08,Cleveland Guardians,Boston Red Sox,Cleveland,Ohio,MLB,Baseball
1088,2023-06-08,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
1089,2023-06-08,Milwaukee Brewers,Baltimore Orioles,Milwaukee,Wisconsin,MLB,Baseball
1090,2023-06-08,New York Yankees,Chicago White Sox,New York,New York,MLB,Baseball
1091,2023-06-08,New York Yankees,Chicago White Sox,New York,New York,MLB,Baseball
1092,2023-06-08,Philadelphia Phillies,Detroit Tigers,Philadelphia,Pennsylvania,MLB,Baseball
1093,2023-06-08,Tampa Bay Rays,Minnesota Twins,Tampa,Florida,MLB,Baseball
1094,2023-06-08,Toronto Blue Jays,Houston Astros,Toronto,Ontario,MLB,Baseball
1095,2023-06-09,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1096,2023-06-09,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
1097,2023-06-09,Baltimore Orioles,Kansas City Royals,Baltimore,Maryland,MLB,Baseball
1098,2023-06-09,Chicago White Sox,Miami Marlins,Chicago,Illinois,MLB,Baseball
1099,2023-06-09,Cleveland Guardians,Houston Astros,Cleveland,Ohio,MLB,Baseball
1100,2023-06-09,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1101,2023-06-09,Detroit Tigers,Arizona Diamondbacks,Detroit,Michigan,MLB,Baseball
1102,2023-06-09,Milwaukee Brewers,Oakland Athletics,Milwaukee,Wisconsin,MLB,Baseball
1103,2023-06-09,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
1104,2023-06-09,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia,Pennsylvania,MLB,Baseball
1105,2023-06-09,Pittsburgh Pirates,New York Mets,Pittsburgh,Pennsylvania,MLB,Baseball
1106,2023-06-09,San Francisco Giants,Chicago Cubs,San Francisco,California,MLB,Baseball
1107,2023-06-09,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
1108,2023-06-09,Tampa Bay Rays,Texas Rangers,Tampa,Florida,MLB,Baseball
1109,2023-06-09,Toronto Blue Jays,Minnesota Twins,Toronto,Ontario,MLB,Baseball
1110,2023-06-10,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1111,2023-06-10,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
1112,2023-06-10,Baltimore Orioles,Kansas City Royals,Baltimore,Maryland,MLB,Baseball
1113,2023-06-10,Chicago White Sox,Miami Marlins,Chicago,Illinois,MLB,Baseball
1114,2023-06-10,Cleveland Guardians,Houston Astros,Cleveland,Ohio,MLB,Baseball
1115,2023-06-10,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1116,2023-06-10,Detroit Tigers,Arizona Diamondbacks,Detroit,Michigan,MLB,Baseball
1117,2023-06-10,Milwaukee Brewers,Oakland Athletics,Milwaukee,Wisconsin,MLB,Baseball
1118,2023-06-10,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
1119,2023-06-10,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia,Pennsylvania,MLB,Baseball
1120,2023-06-10,Pittsburgh Pirates,New York Mets,Pittsburgh,Pennsylvania,MLB,Baseball
1121,2023-06-10,San Francisco Giants,Chicago Cubs,San Francisco,California,MLB,Baseball
1122,2023-06-10,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
1123,2023-06-10,Tampa Bay Rays,Texas Rangers,Tampa,Florida,MLB,Baseball
1124,2023-06-10,Toronto Blue Jays,Minnesota Twins,Toronto,Ontario,MLB,Baseball
1125,2023-06-11,Los Angeles Angels,Seattle Mariners,Los Angeles,California,MLB,Baseball
1126,2023-06-11,Atlanta Braves,Washington Nationals,Atlanta,Georgia,MLB,Baseball
1127,2023-06-11,Baltimore Orioles,Kansas City Royals,Baltimore,Maryland,MLB,Baseball
1128,2023-06-11,Chicago White Sox,Miami Marlins,Chicago,Illinois,MLB,Baseball
1129,2023-06-11,Cleveland Guardians,Houston Astros,Cleveland,Ohio,MLB,Baseball
1130,2023-06-11,Colorado Rockies,San Diego Padres,Denver,Colorado,MLB,Baseball
1131,2023-06-11,Detroit Tigers,Arizona Diamondbacks,Detroit,Michigan,MLB,Baseball
1132,2023-06-11,Milwaukee Brewers,Oakland Athletics,Milwaukee,Wisconsin,MLB,Baseball
1133,2023-06-11,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
1134,2023-06-11,Philadelphia Phillies,Los Angeles Dodgers,Philadelphia,Pennsylvania,MLB,Baseball
1135,2023-06-11,Pittsburgh Pirates,New York Mets,Pittsburgh,Pennsylvania,MLB,Baseball
1136,2023-06-11,San Francisco Giants,Chicago Cubs,San Francisco,California,MLB,Baseball
1137,2023-06-11,St. Louis Cardinals,Cincinnati Reds,St. Louis,Missouri,MLB,Baseball
1138,2023-06-11,Tampa Bay Rays,Texas Rangers,Tampa,Florida,MLB,Baseball
1139,2023-06-11,Toronto Blue Jays,Minnesota Twins,Toronto,Ontario,MLB,Baseball
1140,2023-06-12,Arizona Diamondbacks,Philadelphia Phillies,Phoenix,Arizona,MLB,Baseball
1141,2023-06-12,Boston Red Sox,Colorado Rockies,Boston,Massachusetts,MLB,Baseball
1142,2023-06-12,Detroit Tigers,Atlanta Braves,Detroit,Michigan,MLB,Baseball
1143,2023-06-12,Kansas City Royals,Cincinnati Reds,Kansas City,Missouri,MLB,Baseball
1144,2023-06-12,Oakland Athletics,Tampa Bay Rays,Oakland,California,MLB,Baseball
1145,2023-06-12,Seattle Mariners,Miami Marlins,Seattle,Washington,MLB,Baseball
1146,2023-06-12,St. Louis Cardinals,San Francisco Giants,St. Louis,Missouri,MLB,Baseball
1147,2023-06-12,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
1148,2023-06-13,Arizona Diamondbacks,Philadelphia Phillies,Phoenix,Arizona,MLB,Baseball
1149,2023-06-13,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
1150,2023-06-13,Boston Red Sox,Colorado Rockies,Boston,Massachusetts,MLB,Baseball
1151,2023-06-13,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
1152,2023-06-13,Houston Astros,Washington Nationals,Houston,Texas,MLB,Baseball
1153,2023-06-13,Kansas City Royals,Cincinnati Reds,Kansas City,Missouri,MLB,Baseball
1154,2023-06-13,Los Angeles Dodgers,Chicago White Sox,Los Angeles,California,MLB,Baseball
1155,2023-06-13,Minnesota Twins,Milwaukee Brewers,Minneapolis,Minnesota,MLB,Baseball
1156,2023-06-13,New York Mets,New York Yankees,New York,New York,MLB,Baseball
1157,2023-06-13,Oakland Athletics,Tampa Bay Rays,Oakland,California,MLB,Baseball
1158,2023-06-13,San Diego Padres,Cleveland Guardians,San Diego,California,MLB,Baseball
1159,2023-06-13,Seattle Mariners,Miami Marlins,Seattle,Washington,MLB,Baseball
1160,2023-06-13,St. Louis Cardinals,San Francisco Giants,St. Louis,Missouri,MLB,Baseball
1161,2023-06-13,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
1162,2023-06-14,Arizona Diamondbacks,Philadelphia Phillies,Phoenix,Arizona,MLB,Baseball
1163,2023-06-14,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
1164,2023-06-14,Boston Red Sox,Colorado Rockies,Boston,Massachusetts,MLB,Baseball
1165,2023-06-14,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
1166,2023-06-14,Detroit Tigers,Atlanta Braves,Detroit,Michigan,MLB,Baseball
1167,2023-06-14,Detroit Tigers,Atlanta Braves,Detroit,Michigan,MLB,Baseball
1168,2023-06-14,Houston Astros,Washington Nationals,Houston,Texas,MLB,Baseball
1169,2023-06-14,Kansas City Royals,Cincinnati Reds,Kansas City,Missouri,MLB,Baseball
1170,2023-06-14,Los Angeles Dodgers,Chicago White Sox,Los Angeles,California,MLB,Baseball
1171,2023-06-14,Minnesota Twins,Milwaukee Brewers,Minneapolis,Minnesota,MLB,Baseball
1172,2023-06-14,New York Mets,New York Yankees,New York,New York,MLB,Baseball
1173,2023-06-14,Oakland Athletics,Tampa Bay Rays,Oakland,California,MLB,Baseball
1174,2023-06-14,San Diego Padres,Cleveland Guardians,San Diego,California,MLB,Baseball
1175,2023-06-14,Seattle Mariners,Miami Marlins,Seattle,Washington,MLB,Baseball
1176,2023-06-14,St. Louis Cardinals,San Francisco Giants,St. Louis,Missouri,MLB,Baseball
1177,2023-06-14,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
